school,department_name,harvard_equivalent,nih_2017
Buffalo-Jacobs,STRUCTURAL BIOLOGY,NA,NA
Oregon,BIOMEDICAL ENGINEERING,NA,6569998
Rush,PATHOLOGY,NA,NA
Louisville,PHYSIOLOGY,NA,2524023
Loma Linda,PATHOLOGY AND HUMAN ANATOMY,NA,360547
Utah,ONCOLOGICAL SCIENCES,NA,6128079
Utah,PATHOLOGY,NA,7784863
Tennessee,PATHOLOGY,NA,NA
Tennessee,PHYSIOLOGY,NA,6233507
Tennessee,PREVENTIVE MEDICINE,NA,3840042
UT San Antonio-Long,CELLULAR AND INTEGRATIVE PHYSIOLOGY,NA,4417939
UT San Antonio-Long,CELL SYSTEMS AND ANATOMY,NA,4753059
UT San Antonio-Long,MOLECULAR MEDICINE,NA,10377520
UT San Antonio-Long,PHARMACOLOGY,NA,8286610
MU South Carolina,COMPARATIVE MEDICINE,NA,NA
MU South Carolina,PATHOLOGY AND LAB MEDICINE,NA,755668
MU South Carolina,PHARMACOLOGY,NA,NA
MU South Carolina,PUBLIC HEALTH SCIENCES,NA,15894270
Rutgers New Jersey,PATHOLOGY AND LABORATORY MEDICINE,NA,NA
Rutgers New Jersey,PHARMACOLOGY,NA,NA
MC Georgia Augusta,PATHOLOGY,NA,647561
MC Georgia Augusta,PHARMACOLOGY AND TOXICOLOGY,NA,5716640
MC Georgia Augusta,PHYSIOLOGY,NA,6339684
Northeast Ohio,PATHOLOGY,NA,NA
UT Medical Branch,BIOSTATISTICS,NA,NA
UT Medical Branch,INSTITUTE FOR TRANSLATIONAL SCIENCES,NA,NA
UT Medical Branch,PATHOLOGY,NA,8518043
UT Medical Branch,PHARMACOLOGY AND TOXICOLOGY,NA,5685004
Alabama,BIOMEDICAL ENGINEERING,NA,4859502
Alabama,PATHOLOGY,NA,14938094
Alabama,PHARMACOLOGY AND TOXICOLOGY,NA,2418728
Oakland Beaumont,FOUNDATIONAL MEDICAL STUDIES,NA,NA
Renaissance Stony Brook,ANATOMICAL SCIENCES,NA,NA
Renaissance Stony Brook,BIOMEDICAL ENGINEERING,NA,NA
Renaissance Stony Brook,PATHOLOGY,NA,NA
Florida,AGING AND GERIATRIC RESEARCH,NA,5282036
Florida,EPIDEMIOLOGY,NA,NA
Oklahoma,PHYSIOLOGY,NA,3724615
Geisinger Commonwealth,POPULATION HEALTH SCIENCES,NA,NA
Meharry,PROFESSIONAL AND MEDICAL EDUCATION,NA,NA
UC Davis,PHYSIOLOGY AND MEMBRANE BIOLOGY,NA,4287493
UC Davis,PUBLIC HEALTH SCIENCES,NA,11999641
LSU New Orleans,PHYSIOLOGY,NA,4464639
Missouri Columbia,PATHOLOGY AND ANATOMICAL SCIENCES,NA,2695997
Mayo-Alix,CANCER BIOLOGY,NA,NA
Mayo-Alix,EXPERIMENTAL PATHOLOGY AND LABORATORY MEDICINE,NA,NA
Mayo-Alix,MOLECULAR MEDICINE,NA,NA
Mayo-Alix,PHYSIOLOGY AND BIOMEDICAL ENGINEERING,NA,NA
Florida State,BIOMEDICAL SCIENCES,NA,5887201
Howard,ANATOMY,NA,NA
Howard,PATHOLOGY,NA,NA
LSU Shreveport,MOLECULAR AND CELLULAR PHYSIOLOGY,BCMP;CB,725000
LSU Shreveport,PHARMACOLOGY TOXICOLOGY AND NEUROSCIENCE,NA,NA
UC Irvine,EPIDEMIOLOGY,NA,733858
California Northstate,BASIC SCIENCE,NA,NA
Zucker Hofstra Northwell,PATHOLOGY AND LABORATORY MEDICINE,NA,NA
Wright State-Boonshoft,PATHOLOGY,NA,NA
Wright State-Boonshoft,PHARMACOLOGY AND TOXICOLOGY,NA,1172883
Wright State-Boonshoft,POPULATION AND PUBLIC HEALTH SCIENCES,NA,998848
Morehouse,COMMUNITY HEALTH AND PREVENTIVE MEDICINE,NA,1381304
Morehouse,PATHOLOGY AND ANATOMY,NA,1344250
Morehouse,PHARMACOLOGY AND TOXICOLOGY,NA,857750
Morehouse,PHYSIOLOGY,NA,677340
Arizona,PHYSIOLOGY,NA,4369274
UT Houston-McGovern,PATHOLOGY AND LABORATORY MEDICINE,NA,NA
Mississippi,PATHOLOGY,NA,222813
Mississippi,PHARMACOLOGY AND TOXICOLOGY,NA,2870020
Mississippi,PREVENTIVE MEDICINE,NA,NA
Connecticut,PATHOLOGY AND LABORATORY MEDICINE,NA,NA
Connecticut,PUBLIC HEALTH SCIENCES,NA,NA
UCF,SCHOOL OF BIOMEDICAL SCIENCES,NA,4899885
Cooper Rowan,BIOMEDICAL SCIENCES,NA,NA
UT Southwestern,PHYSIOLOGY,NA,7579279
UT Southwestern,POPULATION AND DATA SCIENCES,NA,NA
Western Michigan-Stryker,BIOMEDICAL SCIENCES,NA,NA
Western Michigan-Stryker,MEDICAL ETHICS HUMANITIES AND LAW,GHSM,NA
Western Michigan-Stryker,PATHOLOGY,NA,NA
New Mexico,PATHOLOGY,NA,13659600
Hawaii-Burns,PATHOLOGY,NA,NA
Texas Tech,MEDICAL EDUCATION,NA,NA
Texas A & M,MEDICAL EDUCATION,NA,NA
Texas A & M,MEDICAL PHYSIOLOGY,NA,624616
Texas A & M,MICROBIAL PATHOGENESIS AND IMMUNOLOGY,NA,NA
Texas A & M,TRANSLATIONAL MEDICAL SCIENCES,NA,NA
Southern Illinois,ANATOMY,NA,NA
Southern Illinois,PHYSIOLOGY,NA,535403
Southern Illinois,MEDICAL EDUCATION,NA,NA
Arizona,BASIC MEDICAL SCIENCES,NA,1406961
Arizona,PATHOLOGY,NA,654035
Caribe,PHYSIOLOGY,NA,138174
South Dakota-Sanford,BASIC BIOMEDICAL SCIENCES,NA,6560592
East Tennessee-Quillen,BIOMEDICAL SCIENCES,NA,1526801
South Alabama,COMPARATIVE MEDICINE,NA,NA
Nevada Reno,PATHOLOGY,NA,NA
Marshall-Edwards,BIOMEDICAL SCIENCES,NA,NA
Marshall-Edwards,CLINICAL AND TRANSITIONAL SCIENCES,NA,NA
Florida Atlantic-Schmidt,BIOMEDICAL SCIENCE,NA,1373641
Virginia Tech Carilion,BASIC SCIENCE EDUCATION,NA,NA
Puerto Rico,PHYSIOLOGY,NA,362750
East Carolina-Brody,COMPARATIVE MEDICINE,NA,NA
East Carolina-Brody,PHYSIOLOGY,NA,1939978
East Carolina-Brody,PUBLIC HEALTH,NA,NA
San Juan Bautista,ANATOMY,NA,NA
San Juan Bautista,BIOCHEMISTRY/PHARMACOLOGY,NA,NA
San Juan Bautista,MICROBIOLOGY,NA,NA
San Juan Bautista,PHYSIOLOGY/PATHOLOGY,NA,NA
UC Riverside,BIOMEDICAL SCIENCES,NA,2966502
Washington State-Floyd,TRANSLATIONAL MEDICINE AND PHYSIOLOGY,NA,NA
Hackensack Meridian,MEDICAL SCIENCES,NA,NA
UT Austin-Dell,HEALTH SOCIAL WORK,NA,NA
NYU Long Island,FOUNDATIONS OF MEDICINE,NA,NA
Kaiser Permanente-Tyson,BIOMEDICAL SCIENCE,NA,NA
Uniformed Services-Hebert,PATHOLOGY,NA,NA
Kansas,CANCER BIOLOGY,NA,NA
Kansas,MOLECULAR AND INTEGRATIVE PHYSIOLOGY,NA,3184810
Kansas,PATHOLOGY AND LABORATORY MEDICINE,NA,6752513
Kansas,PHARMACOLOGY TOXICOLOGY AND THERAPEUTICS,NA,3828383
Kansas,POPULATION HEALTH,NA,4611325
North Dakota,BIOMEDICAL SCIENCES,NA,1053353
North Dakota,PATHOLOGY,NA,3377392
Mercer,BIOMEDICAL SCIENCES,NA,NA
TCU UNTHSC,INSTITUTE FOR CANCER RESEARCH,NA,NA
